fractal_dimension_simulation_data_with_different_initial_condition (including mass ratio and shoving capacity)(2)
initial_condition,           mass_ratio_of_matrix_tomotile,           shoving_capacity,           number_of_cells_and_spore,ratio_of_cell_to_spore,           fractal_dimension,inner_motile_radius_when_frozen,           outer_biofilm_radius_when_frozen,motile_radius_growth,biofilm_radius_growth,inner_motile_radius_when_frozen/outer_biofilm_radius_when_frozen
1E+00,3E+00,1.5E+01,1.77E+02,1.2125E+00,1.18170446493686E+00,8.53773763570233E+00,2.23407677024802E+01,2.98111465408592E+00,1.48347134890782E+01,3.82159545697013E-01
1E+00,4E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,8E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,4E+00,8E+00,1.77E+02,1.2125E+00,1.03262503792577E+00,5.58519192562006E+00,7.99876785029682E+00,2.85689440036423E-02,4.92713636894746E-01,6.98256535275343E-01
1E+00,4E+00,8E+00,1.77E+02,1.2125E+00,1.04654340597972E+00,5.64189583547756E+00,8.40623546736597E+00,8.52728538611478E-02,9.00181253963898E-01,6.71156055214024E-01
1E+00,4E+00,8E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.58519192562006E+00,8.25338207302505E+00,2.85689440036423E-02,7.47327859622977E-01,6.76715542331964E-01
1E+00,4E+00,8E+00,1.77E+02,1.2125E+00,1.03503050497019E+00,5.58519192562006E+00,7.5272278921735E+00,2.85689440036423E-02,2.11736787714329E-02,7.41998516004453E-01
1E+00,4E+00,1E+01,1.77E+02,1.2125E+00,1.03544131297877E+00,6.0502592432999E+00,9.90148700673831E+00,4.9363626168349E-01,2.39543279333624E+00,6.11045516616089E-01
1E+00,4E+00,1E+01,1.77E+02,1.2125E+00,1.05616527415739E+00,5.67003514138694E+00,8.46284375321634E+00,1.13412159770529E-01,9.56789539814275E-01,6.69991708074726E-01
1E+00,4E+00,1E+01,1.77E+02,1.2125E+00,9.95473166635999E-01,5.75362739175159E+00,8.59347971398312E+00,1.97004410135177E-01,1.08742550058105E+00,6.69534063411986E-01
1E+00,4E+00,1E+01,1.77E+02,1.2125E+00,1.06962721911024E+00,5.69803548521301E+00,8.29185958731205E+00,1.41412503596594E-01,7.85805373909983E-01,6.87184270936277E-01
1E+00,4E+00,1E+01,1.77E+02,1.2125E+00,9.95842316047294E-01,5.9172702727032E+00,1.01397284597451E+01,3.60647291086782E-01,2.63367424634301E+00,5.83572853671069E-01
1E+00,4E+00,1.2E+01,1.77E+02,1.2125E+00,1.0144508681258E+00,5.9172702727032E+00,8.83096382707056E+00,3.60647291086782E-01,1.32490961366849E+00,6.7005939426049E-01
1E+00,4E+00,1.2E+01,1.77E+02,1.2125E+00,1.02959031710784E+00,6.0502592432999E+00,9.91754782346883E+00,4.9363626168349E-01,2.41149361006676E+00,6.10055968571445E-01
1E+00,4E+00,1.2E+01,1.77E+02,1.2125E+00,1.00637416704303E+00,6.10264341769233E+00,8.97398468933946E+00,5.46020436075914E-01,1.46793047593739E+00,6.80037199633502E-01
1E+00,4E+00,1.2E+01,1.77E+02,1.2125E+00,1.22861902097224E+00,6.0765077797465E+00,9.4406974388263E+00,5.19884798130084E-01,1.93464322542423E+00,6.4365030434679E-01
1E+00,4E+00,1.2E+01,1.77E+02,1.2125E+00,1.22328929430709E+00,6.18038723237103E+00,9.3219418002997E+00,6.23764250754618E-01,1.81588758689763E+00,6.62993544131796E-01
1E+00,4E+00,1.5E+01,1.77E+02,1.2125E+00,1.08667657495078E+00,7.42075537326193E+00,1.77518108181096E+01,1.86413239164551E+00,1.02457566047075E+01,4.18028078898385E-01
1E+00,4E+00,1.5E+01,1.77E+02,1.2125E+00,1.14614475218908E+00,7.18096104722579E+00,1.66029021991688E+01,1.62433806560937E+00,9.09684798576669E+00,4.32512398198990E-01
1E+00,4E+00,1.5E+01,1.77E+02,1.2125E+00,1.12337841171113E+00,6.88681152939332E+00,1.29395131335253E+01,1.33018854777691E+00,5.43345892012324E+00,5.32231117069630E-01
1E+00,4E+00,1.5E+01,1.77E+02,1.2125E+00,1.13891770729885E+00,6.90988298942671E+00,1.25397401797163E+01,1.3532600078103E+00,5.03368596631428E+00,5.51038768777986E-01
1E+00,4E+00,1.5E+01,1.77E+02,1.2125E+00,1.08572390052705E+00,7.35613218010963E+00,1.50966843547712E+01,1.79950919849321E+00,7.59063014136915E+00,4.87268065440129E-01
1E+00,5E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,8E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,8E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,8E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,8E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,8E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,5E+00,1E+01,1.77E+02,1.2125E+00,1.03262503792577E+00,5.58519192562006E+00,7.63221522047392E+00,2.85689440036423E-02,1.26161007071846E-01,7.31791722885043E-01
1E+00,5E+00,1E+01,1.77E+02,1.2125E+00,1.03262503792577E+00,5.58519192562006E+00,7.91877816195193E+00,2.85689440036423E-02,4.1272394854986E-01,7.05309810603830E-01
1E+00,5E+00,1E+01,1.77E+02,1.2125E+00,1.073039859577E+00,5.69803548521301E+00,8.17588381146626E+00,1.41412503596594E-01,6.69829598064189E-01,6.96932052437170E-01
1E+00,5E+00,1E+01,1.77E+02,1.2125E+00,1.03262503792577E+00,5.58519192562006E+00,8.21472433323015E+00,2.85689440036423E-02,7.08670119828086E-01,6.79900103650086E-01
1E+00,5E+00,1E+01,1.77E+02,1.2125E+00,1.06000535093257E+00,5.67003514138694E+00,8.15639419182351E+00,1.13412159770529E-01,6.5033997842144E-01,6.95164432718436E-01
1E+00,5E+00,1.2E+01,1.77E+02,1.2125E+00,1.073039859577E+00,5.69803548521301E+00,8.03846421247924E+00,1.41412503596594E-01,5.32409999077172E-01,7.08846283891785E-01
1E+00,5E+00,1.2E+01,1.77E+02,1.2125E+00,1.0177128516536E+00,5.72589890558072E+00,8.68558823716381E+00,1.69275923964301E-01,1.17953402376174E+00,6.59241348914147E-01
1E+00,5E+00,1.2E+01,1.77E+02,1.2125E+00,9.72599370631359E-01,5.72589890558072E+00,8.57493928307692E+00,1.69275923964301E-01,1.06888506967485E+00,6.67748040721533E-01
1E+00,5E+00,1.2E+01,1.77E+02,1.2125E+00,9.48052552988531E-01,5.67003514138694E+00,8.38728113554194E+00,1.13412159770529E-01,8.81226922139875E-01,6.76027791337481E-01
1E+00,5E+00,1.2E+01,1.77E+02,1.2125E+00,9.54528069634457E-01,5.75362739175159E+00,7.99876785029682E+00,1.97004410135177E-01,4.92713636894746E-01,7.19314211818022E-01
1E+00,5E+00,1.5E+01,1.77E+02,1.2125E+00,1.0943037481483E+00,6.25716517287232E+00,1.06600482816736E+01,7.00542191255902E-01,3.15399406827158E+00,5.86973436473963E-01
1E+00,5E+00,1.5E+01,1.77E+02,1.2125E+00,1.07690620107861E+00,6.28254931431422E+00,1.40482073388013E+01,7.25926332697803E-01,6.54215312539921E+00,4.47213595499958E-01
1E+00,5E+00,1.5E+01,1.77E+02,1.2125E+00,1.07001319347949E+00,6.20608541902532E+00,1.32073395363607E+01,6.49462437408904E-01,5.70128532295866E+00,4.69896711744220E-01
1E+00,5E+00,1.5E+01,1.77E+02,1.2125E+00,1.0964281543475E+00,6.18038723237103E+00,1.32434416707768E+01,6.23764250754618E-01,5.73738745737478E+00,4.66675308882039E-01
1E+00,5E+00,1.5E+01,1.77E+02,1.2125E+00,1.22849789976407E+00,6.10264341769233E+00,1.00292534135935E+01,5.46020436075914E-01,2.52319920019148E+00,6.08484317428942E-01
1E+00,1E+01,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,2E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,3E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,4E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,5E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,6E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,8E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,8E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,8E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,8E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,8E+00,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1.2E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1.2E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1.2E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1.2E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1.2E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1.5E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1.5E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1.5E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1.5E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
1E+00,1E+01,1.5E+01,1.77E+02,1.2125E+00,1.01821820754513E+00,5.55662298161641E+00,7.50605421340207E+00,0E+00,0E+00,7.40285484708471E-01
2E+00,1E+00,1E+00,2.51E+02,8.45588235294118E-01,1.00010907030883E+00,6.0502592432999E+00,8.93844401627775E+00,0E+00,0E+00,6.76880588196537E-01
